-0.242676,0.159424,1.099121
-0.314453,0.154785,0.895264
-0.241211,0.071045,0.905518
-0.236816,0.07959,0.898193
-0.271973,0.113525,0.887207
-0.083496,0.016113,0.945313
0.124023,-0.072754,1.039063
0.04541,-0.023682,1.073975
0.00415,0.006104,1.044922
-0.010986,-0.016602,1.023926
0.003174,-0.02002,1.019287
0.005859,-0.005127,1.009766
0.472656,-0.415527,0.918701
0.4021,-0.231934,0.891602
-0.142578,0.202881,1.049072
-0.487305,0.329346,1.106201
-0.347168,0.131836,1.058594
-0.144287,0.015869,0.971191
0.013672,-0.063721,0.896973
0.186523,-0.215332,0.929932
0.249268,-0.223145,0.924805
0.050781,-0.029297,0.979492
0.017334,-0.008301,1.023682
0.045166,-0.047363,1.046143
-0.106689,0.057861,0.977051
-0.046875,0.016846,0.978271
-0.453369,0.240723,1.047119
0.068848,-0.150391,0.902344
0.478516,-0.372314,0.946045
0.15918,0.010986,0.968262
-0.213379,0.203613,1.07666
-0.32666,0.185791,1.061768
-0.343018,0.177002,0.994141
-0.40332,0.227783,0.922119
-0.335205,0.139404,0.915771
-0.316162,0.140625,0.889648
-0.342041,0.17627,0.875732
-0.155273,0.04834,0.939209
0.092529,-0.074707,1.00415
0.013916,-0.000732,1.062988
0.005859,-0.005371,1.064697
-0.02002,-0.007813,1.049072
-0.019287,-0.000732,1.036865
-0.005615,0.004639,1.013672
0.331543,-0.341064,0.900391
0.483643,-0.343506,0.847412
0.04248,0.073486,1.020752
-0.414063,0.332275,1.074219
-0.417725,0.205322,1.088867
-0.232666,0.06665,0.978516
-0.106445,-0.006348,0.894775
0.049561,-0.138672,0.9021
0.127197,-0.158447,0.915527
0.119629,-0.149902,0.925049
0.085938,-0.146729,0.921875
0.133789,-0.089355,0.930908
0.084229,-0.016357,1.099854
0.072266,-0.055664,1.064941
-0.041748,0.018799,0.98999
0.035645,-0.033936,0.989258
0.022705,-0.026367,1.044434
-0.015869,0.009521,1.016357
0.481934,-0.3396,1.004639
-0.085449,0.179199,1.072021
-0.493652,0.380127,1.08374
-0.348389,0.120361,1.103271
0.013672,-0.113037,0.9646
0.134277,-0.120117,0.947998
0.283203,-0.195557,0.971436
0.388916,-0.297363,1.025635
0.365234,-0.227783,1.006592
0.090088,-0.043457,1.073486
-0.046387,0.038086,1.056641
-0.028564,0.001709,1.02124
-0.049805,0.011475,1.02832
-0.035156,0.026611,0.99585
0.124756,-0.210449,0.918213
0.480225,-0.390625,0.839111
0.21582,-0.071289,0.999268
-0.305664,0.29834,1.046387
-0.438721,0.260986,1.099609
-0.289795,0.102051,1.010742
-0.193848,0.056396,0.901123
0.341797,-0.291504,0.970459
0.349854,-0.265625,0.957275
0.342529,-0.263184,0.967529
0.364014,-0.290527,0.971436
0.144531,-0.046631,1.024658
-0.020752,0.022461,1.07959
-0.001709,-0.034912,1.057617
-0.101318,0.051025,0.968018
-0.001221,0.016846,1.042725
0.009033,-0.016113,1.062256
-0.005127,-0.017334,1.024902
0.144531,-0.0354,1.110352
-0.447754,0.384277,1.121094
-0.430908,0.237305,1.079834
0.004639,-0.148193,1.038574
0.282715,-0.213623,0.919434
0.280518,-0.160156,0.983154
0.30542,-0.173096,1.0896
0.27417,-0.154541,1.124512
0.241699,-0.106934,1.117676
0.260986,-0.122314,1.153564
0.088379,-0.016357,1.180176
-0.095459,0.103027,1.099121
-0.140869,0.063721,1.017578
-0.073486,0.031494,0.980225
-0.065674,0.030273,0.99707
-0.085449,0.037842,0.994141
-0.006348,-0.01416,1.029785
0.096191,-0.022217,0.988525
-0.527344,0.437744,1.1604
-0.365479,0.127441,1.129883
0.203857,-0.250488,0.944336
0.410156,-0.292969,0.948486
0.232422,-0.072021,0.981201
0.099854,-0.026123,1.135986
-0.010498,0.065186,1.122314
-0.192139,0.192383,1.122314
-0.217285,0.153564,1.118896
0.030518,-0.047363,1.039795
-0.091309,0.050781,0.979004
0.055908,-0.014648,1.021484
0.042725,-0.042725,1.06958
-0.022705,0.012695,0.99292
0.310547,-0.179932,1.07251
-0.326904,0.323975,1.093506
-0.508789,0.330566,1.11084
-0.156738,-0.033936,1.063721
0.187744,-0.189209,0.936768
0.24707,-0.1521,0.960693
0.312988,-0.206787,1.033691
0.352539,-0.233643,1.08667
0.317871,-0.171875,1.084473
0.328369,-0.193848,1.095215
0.231201,-0.116211,1.137939
-0.030029,0.082031,1.112061
-0.127441,0.059082,1.019043
-0.077637,0.024902,0.996826
-0.093262,0.040527,0.987305
-0.075195,0.043457,1.021729
0.003906,-0.013428,1.044922
0.139404,-0.078125,0.966309
-0.395752,0.358887,1.151123
-0.480469,0.254883,1.161377
0.031738,-0.14917,0.986084
0.381836,-0.303955,0.945801
0.317871,-0.147949,0.940918
0.1875,-0.077148,1.116211
0.116455,-0.02002,1.127197
-0.054932,0.106689,1.145996
-0.068359,0.100098,1.133545
-0.052734,0.101074,1.131592
-0.134766,0.126953,1.161377
-0.164551,0.063965,1.026123
-0.124756,0.062988,0.946045
-0.057129,0.013184,0.976807
-0.000488,-0.015869,1.03125
-0.083008,0.044434,0.972412
-0.045166,0.019775,0.989014
-0.387207,0.304688,1.116455
-0.494873,0.334473,1.082031
0.155029,-0.26416,1.029053
0.467529,-0.309326,0.883057
0.215332,-0.062988,1.00293
-0.082275,0.111084,1.063721
-0.184082,0.130127,1.11377
-0.387207,0.285645,1.052734
-0.45874,0.3125,1.067871
-0.228027,0.0979,0.976318
-0.073242,0.031738,0.943115
-0.054443,0.012695,0.987305
-0.063232,0.064453,1.032959
-0.000488,-0.023193,1.064697
0.093994,-0.069824,0.959229
-0.220947,0.228271,1.14209
-0.534668,0.344727,1.142334
-0.154297,-0.018311,1.023438
0.288086,-0.276367,0.981689
0.364746,-0.195313,0.911621
